索引=32(2位鱼线组号)（1位0~8客户端表/9服务端表）（1位序号）000 ,鱼id,帧,轨迹
320501447,100000011,6810,7770
320503290,100000050,4281,8883
320502156,100000014,2401,661
320501449,100,6810,2032
320504718,100000013,12281,3330
320506445,100000016,6984,6660
320501602,100,9112,2006
320503329,100000015,4859,3110
320501612,100,9304,2018
320501451,100,6901,2042
320501606,100000014,9301,663
320505100,100,1640,2035
320506441,100000050,6901,8882
320501453,100000014,6901,7775
320501600,100000015,9099,8881
320502254,100000016,4140,8882
320506419,100000015,6515,11122
320502275,100,4431,2134
320505616,100000013,10281,3335
320501455,100000012,6901,8883
320506270,100000051,4144,7775
320501610,100000015,9302,8881
320502293,100000013,4801,3333
320506260,100000011,4113,5552
320501457,100000302,6902,5553
320505732,100000013,12171,9992
320501620,100000011,9516,8881
320503339,100000016,5031,6662
320501459,100000012,6911,7774
320503190,100,2750,2129
320501614,100000012,9412,6663
320503341,100000016,5031,7770
320505011,100000016,9,11113
320501461,100000016,6984,6660
320501608,100000303,9302,7772
320503343,100,5046,2011
320505415,100000004,6911,7774
320501463,100000016,6984,8883
320503178,100000013,2625,663
320502172,100000010,2625,773
320501465,100000015,6984,11127
320501618,100,9484,2110
320503345,100,5101,2035
320501628,100,9602,2048
320506407,100,6237,2032
320506242,100000016,3781,7773
320501467,100000015,6984,11120
320506248,100000012,3789,112
320501622,100000007,9548,7775
320501469,100000013,6984,550
320501616,100000013,9412,5551
320502270,100000006,4375,3336
320502291,100000012,4712,7777
320501471,100000016,6984,337
320505738,100,12468,2002
320501626,100,9601,2045
320502309,100000011,4961,7775
320501473,100,7031,2029
320503713,100000016,11101,11111
320501474,100000014,7038,10
320505150,100000051,2401,333
320501475,100,7046,2009
320503206,100,3001,2001
320501508,100000011,7657,7771
320503355,100000006,5328,9992
320504664,100000005,11404,3336
320506399,100000015,6100,9992
320502720,100000011,11701,6663
320501630,100000050,9602,7775
320503357,100000050,5329,8882
320501477,100,7201,2046
320506246,100000013,3789,3120
320504515,100000011,8590,8880
320501624,100000016,9561,7777
320503359,100000010,5343,7774
320501479,100000011,7201,3334
320503194,100000016,2955,6660
320502188,100000050,2965,9993
320501481,100,7202,2052
320501506,100,7502,2041
320506364,100000151,5701,5553
320505037,100000104,421,772
320504704,100000053,11984,7777
320501516,100,7801,2127
320501483,100,7234,2016
320501485,100000013,7265,3130
320501510,100000103,7718,663
320505139,100000050,2187,3334
320503725,100000005,11401,7771
320501486,100000013,7265,3331
320502158,100000050,2401,337
320501504,100,7501,2010
320502307,100000012,4899,550
320504716,100000013,12281,5552
320501487,100000015,7296,802
320505134,100000012,2112,332
320502736,100000050,11968,7772
320501524,100000015,7859,334
320506346,100000011,5375,5554
320501491,100000102,7296,11122
320503222,100000004,3301,3110
320505656,100000010,11084,772
320501495,100,7328,2112
320503210,100000013,3055,11126
320501512,100000014,7755,13
320501532,100000013,7945,332
320504122,100000013,2045,8880
320506375,100000051,5796,552
320503748,100000011,11701,3332
320501499,100000012,7363,7772
320505551,100,9140,2022
320502174,100000011,2683,7772
320501520,100000015,7859,7775
320505696,100,11654,2051
320502323,100,5234,2003
320506350,100000012,5437,3336
320501503,100,7479,2000
320505231,100000011,3789,5552
320501505,100000104,7501,9992
320503362,100000011,5390,3332
320502735,100000013,11968,3335
320506384,100,6078,2147
320501507,100000012,7603,15
320502721,100000011,11701,3332
320504311,100,5203,2118
320501509,100,7703,2144
320506538,100000015,8402,551
320504516,100000011,8590,9993
320501511,100,7750,2116
320502187,100000014,2965,9992
320501513,100000050,7801,6662
320505030,100000016,383,6660
320501515,100000051,7801,11123
320503380,100,5702,2011
320501517,100000012,7802,7774
320503374,100000012,5554,6661
320502165,100000016,2582,5550
320501519,100000053,7859,772
320503368,100000050,5437,7779
320505552,100,9187,2033
320501806,100000012,12500,11123
320501521,100000015,7859,661
320503378,100000010,5648,7771
320502751,100000105,12078,9993
320506161,100000014,2401,661
320501523,100000016,7859,337
320502737,100000050,11968,661
320501525,100,7872,2046
320501527,100,7945,2053
320506155,100,2203,2010
320502203,100000201,3301,6662
320501529,100000010,7945,663
320501531,100000010,7945,553
320503396,100000201,6000,7771
320503749,100000103,11701,7774
320502008,100000050,0,662
320501533,100000301,7968,11122
320503390,100000104,5796,552
320505536,100000101,9001,7774
320502181,100000012,2892,7775
320501535,100000016,8101,3336
320503384,100000051,5796,3334
320504653,100000012,11171,8880
320506510,100000013,7945,553
320501537,100000016,8101,7771
320503394,100,5937,2119
320501539,100000016,8101,7776
320502753,100000051,12171,6661
320506159,100000011,2310,7770
320501541,100000016,8101,8880
320505273,100000012,4501,5550
320501543,100000016,8101,8881
320506492,100000051,7755,7777
320502091,100000008,1337,7774
320505271,100000015,4485,661
320501545,100000015,8101,333
320501547,100000051,8102,3331
320503412,100000008,6100,8882
320501549,100000016,8259,7774
320503406,100000016,6100,3336
320506149,100000015,2122,3100
320502197,100,3171,2029
320501551,100000012,8279,7774
320503400,100000005,6020,7777
320506131,100000013,1889,3335
320501553,100000014,8400,220
320503410,100000011,6100,5552
320505070,100000015,1203,1563
320501555,100,8402,2008
320506464,100000011,7201,3332
320501557,100000016,8402,7773
320501559,100000015,8402,333
320502107,100,1531,2033
320506123,100000016,1781,11121
320502470,100,7656,2118
320501561,100000013,8419,3335
320501563,100,8437,2007
320503300,100000005,4485,773
320501565,100000013,8545,3336
320503422,100000014,6301,5551
320502085,100000014,1234,3333
320501567,100000014,8590,6661
320503416,100000010,6144,661
320505648,100000013,10801,550
320506302,100000102,4703,5552
320501568,100000011,8590,3334
320502222,100,3531,2117
320504283,100,4801,2005
320501569,100000011,8590,9993
320503426,100,6375,2113
320505288,100000050,4786,6662
320501570,100,8639,2012
320503297,100000005,4421,883
320501571,100,8639,2008
320504600,100,10242,2011
320501572,100000016,8639,3334
320503419,100000011,6253,7774
320505283,100000014,4712,6663
320502079,100000015,1203,663
320501573,100000016,8639,6660
320505132,100000013,2112,3330
320501574,100000104,8639,7773
320506473,100000007,7296,661
320501575,100,8701,2039
320501576,100000008,8701,7779
320503311,100,4562,2014
320501772,100000016,11937,883
320501577,100000005,8701,6663
320501578,100000010,8702,7777
320502057,100000012,604,7773
320504273,100000014,4712,3110
320501579,100,8734,2019
320503444,100,6703,2032
320502050,100000005,601,3110
320501580,100000012,8745,1
320504609,100000013,10448,7770
320506466,100000011,7203,7775
320501581,100,8843,2033
320503438,100000016,6601,11111
320501582,100,8875,2006
320503309,100000102,4502,5552
320501583,100000053,8953,9992
320502229,100,3734,2013
320503432,100000015,6515,6662
320501584,100000011,8968,7773
320502238,100000013,3789,5550
320501585,100000011,8968,8881
320503442,100,6609,2120
320501586,100000105,9001,7774
320503313,100000014,4712,6663
320501587,100000013,9001,3331
320501588,100000010,9005,20
320503307,100000013,4501,11111
320501589,100000011,9007,11127
320501590,100000016,9009,11121
320501591,100,9031,2133
320501788,100000013,12246,551
320501593,100,9093,2032
320502073,100000016,1140,5550
320501595,100000015,9099,6661
320503460,100000015,6984,11120
320502066,100000011,901,9990
320501596,100000050,9099,6663
320504271,100000050,4578,337
320501597,100000016,9099,7773
320503454,100000012,6911,7774
320501599,100000014,9099,661
320502245,100,3937,2012
320503448,100000153,6859,22
320501601,100000015,9099,9993
320503458,100000015,6984,11122
320501603,100000013,9225,3130
320501605,100,9301,2036
320501607,100000015,9302,5550
320502155,100000012,2401,6663
320504195,100,3234,2018
320501804,100000050,12453,5552
320501609,100000016,9302,8883
320506438,100000012,6901,6663
320503476,100000013,7265,3331
320501611,100000151,9302,11121
320501613,100,9312,2026
320503470,100000013,7201,13
320501774,100000050,11937,774
320501615,100,9412,2004
320502261,100000050,4144,331
320503464,100000016,6984,553
320503474,100000011,7203,7775
320501617,100000013,9412,3330
320504313,100,5234,2025
320501619,100000011,9516,8882
320501621,100,9516,2011
320501623,100000016,9561,6660
320502171,100000013,2625,663
320501625,100,9593,2029
320501627,100000012,9601,7779
320503364,100000051,5390,9992
320503486,100,7363,2112
320501629,100000010,9602,7773
320505233,100000006,3789,331
320503480,100000005,7296,11122
320502149,100,2263,2036
320501631,100000014,9602,8883
320501790,100000012,12246,221
320504588,100,10031,2003
320501632,100000051,9602,8881
320506075,100000016,1125,7776
320501634,100,9703,2003
320503361,100000011,5375,5554
320505716,100000013,11906,773
320503483,100000012,7363,3100
320501636,100,9781,2026
320506232,100,3468,2032
320501638,100,9843,2110
320501805,100,12468,2122
320506230,100,3343,2124
320504499,100000012,8279,7774
320501640,100000011,9901,7774
320503375,100000012,5554,7773
320505722,100,11984,2012
320501642,100000015,9902,7775
320504576,100,9843,2110
320502114,100000053,1703,7774
320504559,100,9412,2125
320501644,100000015,9902,8882
320504674,100,11562,2118
320506401,100000050,6140,8882
320502016,100000013,126,6660
320501646,100000016,9902,8880
320503373,100000013,5499,7770
320501648,100000016,9902,8881
320501650,100000050,9902,552
320503377,100,5609,2003
320506065,100000050,901,330
320501652,100000014,9912,663
320503371,100000013,5499,3336
320501654,100,9984,2003
320501656,100,10081,2035
320503391,100000051,5796,553
320501658,100000101,10081,7776
320503015,100000102,112,5553
320502130,100000015,2101,3110
320505021,100000013,126,662
320504688,100000006,11765,7774
320501660,100000016,10081,8880
320506063,100000011,901,9990
320502032,100000103,383,5550
320501662,100,10125,2121
320503389,100000007,5796,11112
320502015,100000016,100,7772
320501664,100000014,10195,8881
320501666,100,10198,2056
320503393,100,5882,2044
320501667,100,10201,2010
320501668,100000016,10202,7771
320503387,100,5796,2025
320501670,100000014,10247,3334
320503011,100000016,9,11113
320504628,100000015,10711,11124
320501672,100000013,10281,3336
320503407,100000015,6100,6661
320501673,100000015,10281,3335
320501674,100000050,10281,5552
320503031,100000016,383,5550
320506373,100000015,5796,8880
320504305,100000012,5101,8883
320502025,100,250,2001
320503540,100000014,8102,5553
320501675,100000051,10281,8882
320502018,100000010,126,11127
320501676,100000050,10281,11121
320503534,100000011,8101,7770
320501677,100000015,10328,6662
320502048,100000015,557,9992
320501678,100000015,10328,7773
320503405,100000011,6099,3332
320503528,100000008,8101,3130
320501679,100000015,10328,3330
320501680,100,10328,2119
320504637,100000104,10812,11122
320506494,100000013,7801,3333
320503538,100000010,8101,334
320501681,100,10343,2118
320505634,100,10625,2028
320501682,100000013,10448,7770
320503409,100000015,6100,6663
320505301,100000013,4899,3332
320504456,100000012,7603,15
320501683,100000013,10448,8880
320506703,100000015,11084,334
320506186,100,2750,2026
320504471,100000016,7859,336
320501684,100000012,10448,8881
320503403,100000013,6099,3335
320505637,100000016,10711,7772
320502063,100000302,901,663
320501685,100,10501,2021
320501686,100000010,10501,6663
320503027,100,343,2022
320505129,100000015,2101,221
320501687,100,10502,2046
320505298,100000008,4859,7771
320501688,100000012,10502,7770
320503423,100000051,6301,7777
320505127,100000015,2101,7770
320501689,100,10503,2050
320501690,100000012,10521,334
320502041,100000105,557,3336
320505643,100000016,10711,9993
320501691,100000051,10562,661
320503428,100000012,6441,8882
320502034,100000051,406,7777
320505142,100000011,2310,883
320502009,100000014,0,334
320501692,100,10625,2028
320503550,100000014,8400,12
320501693,100000051,10671,7774
320506176,100000013,2625,773
320502064,100000051,901,772
320501694,100000014,10700,661
320503421,100000011,6301,7771
320503544,100000101,8259,7773
320502213,100000005,3301,333
320501695,100000016,10711,7772
320502532,100000151,8590,3334
320506021,100000013,126,662
320505375,100000015,6100,11123
320501696,100000050,10711,11122
320501698,100000016,10711,8881
320503425,100000011,6303,7773
320506170,100000015,2582,1563
320504327,100,5401,2004
320503547,100000016,8259,11112
320501700,100000016,10711,9993
320502329,100000016,5343,7774
320501702,100000015,10711,332
320505154,100000016,2582,3110
320501704,100,10801,2038
320503439,100000013,6609,3130
320502542,100000012,8702,7777
320506003,100000050,0,770
320504662,100000012,11401,7771
320501706,100000011,10801,7772
320502178,100,2750,2029
320501708,100000013,10802,3336
320506160,100,2401,2047
320502080,100000015,1203,6661
320501710,100000015,10812,661
320503437,100,6601,2018
320505322,100,5250,2112
320502548,100000011,8968,7773
320506158,100000011,2310,3331
320501712,100,10916,2029
320505272,100000016,4485,337
320504453,100000016,7501,11120
320501714,100000151,11084,772
320503441,100000013,6609,7775
320501716,100000015,11084,7777
320503435,100000015,6515,11124
320501718,100000015,11084,221
320501720,100,11101,2010
320503455,100000013,6984,770
320505642,100000015,10711,11124
320502558,100000011,9099,5552
320501722,100000013,11109,6660
320506146,100000012,2112,332
320502194,100,3100,2001
320505676,100000051,11401,4
320501724,100000012,11171,8880
320502096,100000011,1363,5554
320501726,100,11173,2003
320503453,100000102,6901,222
320502564,100,9218,2003
320504459,100,7703,2007
320501728,100000050,11289,8883
320501730,100,11343,2012
320503457,100000013,6984,7773
320501732,100000013,11401,6662
320503451,100000010,6901,5550
320501734,100000012,11401,7771
320501773,100000012,11937,772
320501736,100000016,11404,6660
320503471,100000103,7201,3334
320505296,100000015,4859,7800
320502574,100,9304,2018
320506132,100000051,1906,3336
320501738,100000053,11404,7777
320504463,100000013,7801,3333
320502082,100000015,1203,336
320501740,100,11404,2034
320502112,100000050,1654,335
320501742,100,11468,2121
320503469,100,7201,2046
320506101,100000050,1363,8880
320505455,100,7502,2041
320502580,100,9484,2003
320501744,100,11562,2118
320504702,100000012,11984,5550
320506429,100000013,6609,7775
320503473,100,7202,2052
320501746,100000014,11587,771
320501748,100000014,11587,334
320503467,100000303,7140,662
320501750,100,11654,2047
320501789,100000012,12246,337
320503487,100,7363,2029
320501752,100000011,11701,6663
320506083,100000016,1203,7775
320502590,100000012,9601,7779
320501754,100000011,11701,7774
320502098,100000050,1363,8880
320506114,100000051,1654,220
320501756,100000104,11702,9992
320504537,100000016,9099,6663
320503485,100000012,7363,7772
320502128,100000016,2062,6661
320501758,100000016,11765,7773
320501761,100000050,11765,7770
320506511,100000013,7945,332
320501764,100000012,11765,550
320501766,100,11859,2015
320505083,100000102,1363,3336
320501767,100000105,11875,7772
320503637,100000050,9901,9993
320501768,100,11890,2012
320501771,100000012,11937,770
320501777,100000012,11937,553
320505578,100000008,9602,7773
320501780,100000014,11984,332
320501782,100000014,12125,663
320501783,100,12125,2003
320505574,100000016,9561,7777
320502151,100000011,2310,3331
320505211,100,3302,2014
320503653,100000015,10081,337
320501784,100000013,12171,336
320502145,100000016,2122,8881
320501786,100000050,12246,774
320501787,100000103,12246,661
320505230,100000013,3789,6663
320506624,100000016,9902,8880
320501793,100000015,12328,6662
320501795,100000016,12328,335
320502147,100,2187,2107
320501796,100000016,12328,330
320506237,100000013,3601,3331
320502157,100000012,2401,8880
320503360,100000102,5359,9993
320501798,100000014,12421,6663
320505212,100,3303,2049
320501799,100000012,12437,882
320506553,100,8701,2039
320505195,100,3301,2018
320502167,100000008,2582,11122
320503669,100000015,10328,6662
320501800,100,12437,2028
320505221,100000103,3604,7771
320504504,100,8402,2022
320502161,100000013,2419,3334
320506751,100,11796,2002
320501802,100000012,12437,222
320506043,100000014,557,5552
320504196,100000016,3301,3336
320501803,100000013,12437,333
320505363,100000008,6001,6660
320501809,100,12593,2033
320502026,100000013,284,3333
320502001,100000015,0,663
320505149,100000050,2401,337
320502002,100000016,0,6660
320502004,100,0,2023
320502006,100000011,0,11110
320502024,100,235,2032
320503381,100000014,5748,9991
320506168,100,2453,2003
320502007,100000006,0,550
320502038,100000050,406,553
320503728,100000016,11404,6660
320502013,100000014,55,3334
320504520,100000016,8639,11122
320502017,100000012,126,5550
320506767,100000014,12031,8881
320502022,100000050,150,3335
320505339,100,5578,2123
320502023,100,171,2030
320502027,100,284,2118
320506566,100000011,8968,7773
320502033,100000016,383,7773
320502039,100000010,476,2
320502040,100,484,2019
320503397,100000050,6001,4
320502042,100000009,557,3333
320502043,100000009,557,6661
320502049,100,601,2036
320502054,100,602,2054
320502055,100,603,2028
320502056,100,604,2051
320503413,100000008,6100,11123
320505118,100000011,1804,9993
320502058,100000050,734,6661
320502059,100000014,734,7775
320505619,100000051,10281,8882
320502065,100000050,901,335
320505081,100000008,1337,7800
320502070,100000013,1016,3334
320502071,100,1084,2046
320506103,100000015,1363,9993
320502072,100000016,1125,7776
320503301,100000051,4485,7774
320502074,100000016,1140,7775
320502075,100000204,1140,5552
320502081,100000016,1203,7775
320502083,100000015,1203,11122
320502084,100000015,1203,8881
320502086,100000013,1281,660
320506668,100000012,10521,332
320504458,100000011,7657,7771
320506327,100000016,5031,3120
320502087,100000013,1281,550
320502088,100,1312,2012
320503445,100,6750,2054
320502090,100000008,1337,3332
320502093,100000008,1363,3336
320503296,100000151,4390,6661
320502097,100000011,1363,336
320502099,100000011,1363,11121
320502100,100000010,1363,9993
320502101,100000051,1363,9993
320503304,100000016,4485,337
320502102,100,1453,2011
320502103,100,1501,2039
320504256,100000013,4281,3333
320502104,100000050,1501,7770
320503461,100000052,6984,771
320502106,100000013,1502,11112
320502109,100,1625,2034
320503312,100000016,4684,11110
320502113,100000012,1657,7772
320502115,100,1781,2135
320502116,100000050,1781,7777
320504699,100,11984,2017
320506436,100,6875,2155
320502117,100000016,1781,8882
320503320,100000301,4801,7770
320502118,100000010,1781,11127
320502119,100000010,1781,11121
320503477,100000005,7296,3334
320502120,100000011,1801,3333
320502122,100,1801,2004
320505239,100,3937,2012
320502123,100000014,1801,5550
320502129,100,2062,2112
320502131,100000015,2101,3332
320506244,100000016,3781,7774
320502132,100000015,2101,7770
320502133,100,2101,2005
320503336,100000013,4899,333
320505736,100000014,12359,3330
320504021,100000013,126,662
320502134,100000151,2101,221
320502135,100000008,2112,11
320505734,100000013,12359,8883
320502136,100000010,2112,14
320503365,100,5401,2004
320506250,100,3875,2146
320504535,100000015,9099,3336
320502138,100000013,2112,337
320504677,100000050,11587,551
320502139,100000012,2112,331
320504393,100000015,6515,11124
320503501,100000013,7792,663
320502144,100000015,2122,3330
320505563,100,9312,2032
320502146,100000050,2156,3334
320506228,100,3303,2049
320502148,100,2203,2010
320505720,100000104,11968,5553
320502150,100000011,2310,883
320506234,100000011,3579,9990
320504391,100000005,6515,11122
320502154,100000050,2401,3
320503517,100,7890,2114
320502160,100000012,2402,7775
320502162,100,2421,2119
320505546,100000016,9099,5552
320502163,100000013,2447,11127
320505553,100000013,9225,3130
320502164,100000014,2582,6661
320502166,100000104,2582,5551
320502170,100,2625,2019
320502173,100000013,2625,552
320503376,100,5560,2111
320503533,100000006,8101,7776
320502176,100000050,2702,5553
320502177,100000011,2702,7776
320502179,100,2812,2149
320502180,100,2875,2032
320504126,100000015,2101,3332
320502182,100000151,2955,5553
320502183,100000015,2955,11127
320503541,100000051,8102,8881
320502184,100000052,2955,11126
320504632,100,10801,2021
320502186,100,2955,2126
320504627,100000016,10711,8881
320502189,100,2972,2042
320503392,100,5801,2034
320503549,100000012,8279,7774
320502192,100,3003,2025
320502193,100000013,3055,11126
320505167,100000011,2701,7773
320502195,100000014,3125,7772
320505674,100,11401,2052
320502196,100000011,3161,9991
320502198,100000303,3218,3336
320502199,100000012,3218,3335
320506665,100000012,10502,7770
320504465,100000007,7802,3130
320502200,100,3301,2018
320503429,100,6453,2009
320502202,100000013,3301,6662
320505305,100,4921,2007
320506524,100000010,8259,336
320502205,100000013,3301,3120
320503408,100000012,6100,3334
320505509,100000010,8419,3335
320504152,100000013,2419,3334
320502208,100000103,3301,6663
320502209,100000015,3301,7773
320502210,100000102,3301,661
320505151,100000013,2402,7775
320502211,100000015,3301,9991
320506693,100000303,11000,774
320505658,100000008,11084,7777
320502212,100000005,3301,9992
320504660,100000051,11401,4
320502214,100000016,3301,553
320506379,100000104,5937,9993
320505510,100,8437,2003
320503358,100000006,5343,7772
320502215,100,3302,2018
320504321,100000012,5390,6662
320502216,100,3303,2049
320506690,100000012,10916,7770
320502219,100,3437,2033
320502220,100000014,3454,15
320505161,100000013,2625,773
320506380,100,5996,2033
320502221,100000012,3468,6661
320503424,100000050,6302,5552
320505502,100000015,8402,3110
320502223,100,3546,2026
320504447,100000012,7363,7772
320502226,100000013,3601,3331
320502227,100000101,3604,7771
320505312,100,5078,2013
320502228,100000010,3655,3333
320502230,100,3759,2003
320506183,100000050,2702,5553
320504442,100000005,7296,661
320502231,100000016,3781,7773
320502232,100000016,3781,7777
320505474,100000015,7859,334
320502235,100000014,3781,221
320506188,100000012,2892,7775
320505481,100000005,7945,553
320502236,100000015,3781,334
320502237,100000013,3789,6662
320503440,100000013,6609,3335
320502242,100000016,3901,7770
320502243,100000051,3902,5550
320502244,100000016,3904,7773
320505479,100000013,7945,663
320502246,100,3984,2007
320502247,100,4015,2111
320502248,100,4016,2035
320502251,100000016,4140,3331
320502252,100000015,4140,220
320502253,100000015,4140,336
320503456,100000016,6984,6660
320502258,100000016,4140,337
320502259,100000014,4144,15
320502260,100000051,4144,7775
320502262,100,4156,2156
320502263,100000302,4201,2
320503493,100,7502,2041
320502264,100000012,4201,6660
320505095,100000012,1501,7770
320502267,100,4240,2043
320505602,100000103,10081,9993
320502268,100,4265,2025
320503472,100000011,7201,3332
320502269,100000013,4273,3334
320506145,100000013,2112,337
320502272,100000053,4375,661
320503117,100000006,1801,19
320504264,100000015,4485,773
320502273,100000006,4390,6661
320505084,100000015,1363,3130
320502274,100000015,4421,883
320502278,100000015,4485,661
320505595,100000014,9902,332
320502279,100000050,4485,335
320502280,100000016,4485,337
320503125,100000013,1921,11126
320504561,100000151,9516,663
320502281,100000012,4501,5550
320502282,100000011,4501,7773
320502283,100000012,4501,11112
320506310,100000101,4801,7770
320502285,100000013,4501,8881
320502287,100000011,4503,9993
320502288,100000153,4593,17
320503133,100000015,2101,3332
320502289,100000016,4684,11110
320502290,100000103,4712,6663
320502294,100000010,4801,14
320502295,100000010,4801,772
320505723,100,12046,2001
320502296,100000101,4801,7770
320503141,100000012,2112,550
320502297,100,4801,2023
320502298,100000011,4801,8881
320502299,100000011,4801,662
320502301,100000016,4804,7772
320502303,100000015,4859,6660
320502304,100000006,4859,5552
320503149,100,2203,2010
320506112,100,1640,2038
320502305,100000006,4859,8880
320504689,100000005,11765,7770
320506546,100000011,8590,9993
320502306,100000013,4899,3331
320502310,100,5000,2049
320506041,100000016,557,3333
320505724,100,12046,2008
320502311,100000016,5031,6662
320502312,100000011,5031,3120
320503157,100,2401,2047
320506039,100000005,476,2
320504682,100000011,11701,6663
320502313,100000051,5031,7770
320505374,100000011,6100,7774
320502314,100000104,5031,5554
320504708,100000051,12093,11123
320506555,100000012,8701,6663
320502315,100,5101,2035
320502317,100000010,5101,8883
320502319,100000050,5102,336
320505038,100000005,476,663
320506432,100,6734,2029
320502320,100000014,5102,550
320503165,100000014,2447,7773
320502321,100,5171,2149
320502322,100,5203,2120
320506044,100000006,557,7770
320502326,100000006,5328,9992
320502327,100000006,5343,7772
320502328,100000014,5343,7777
320503045,100000008,557,5554
320505028,100000010,349,6661
320502330,100000105,5343,11122
320502331,100000016,5359,8881
320502333,100000011,5390,9992
320505539,100000011,9007,11127
320502335,100000050,5406,3335
320505022,100000050,136,5554
320506416,100000016,6481,3100
320502336,100000014,5406,8881
320503181,100000013,2625,552
320502337,100000013,5419,3331
320506056,100000012,604,7773
320504207,100000005,3301,335
320502338,100000051,5437,3336
320502339,100000005,5437,3130
320506213,100000015,3301,3130
320502340,100000005,5437,3335
320506051,100000005,601,5550
320504710,100000050,12093,11121
320502341,100000005,5437,7779
320503160,100000050,2401,337
320505705,100000016,11765,7773
320502342,100000015,5437,11121
320504202,100000013,3301,3334
320506583,100,9301,2036
320502343,100000010,5499,3336
320502344,100000013,5499,3332
320503189,100,2703,2003
320505012,100000014,55,6662
320502346,100000013,5499,7770
320502347,100000003,5554,6661
320505698,100000014,11701,3332
320502349,100000012,5554,5552
320503040,100,500,2023
320502350,100,5560,2154
320505523,100,8671,2001
320502351,100000103,5648,7777
320502352,100,5702,2129
320503197,100000050,2955,5553
320502353,100000016,5702,7774
320502354,100000101,5702,5554
320502355,100000014,5748,9991
320504006,100000051,0,11123
320502356,100000050,5748,9993
320502357,100000013,5796,3100
320503048,100000010,557,8881
320502358,100000010,5796,3334
320502359,100000014,5796,770
320504512,100000013,8545,5552
320502360,100000016,5796,7770
320503205,100,2972,2042
320502362,100000008,5796,8880
320502363,100000008,5796,11112
320502365,100000015,5796,332
320503056,100,603,2003
320502366,100,5882,2044
320502367,100,5910,2006
320505651,100000012,10916,7770
320502368,100,5996,2037
320503213,100,3100,2001
320502369,100000005,6001,6662
320505677,100000012,11401,6661
320502370,100000050,6001,4
320502371,100000301,6001,6661
320502372,100000012,6001,6660
320506180,100,2687,2130
320502373,100,6001,2118
320503064,100000014,901,337
320502374,100000204,6004,7770
320502375,100000012,6020,7777
320502376,100000005,6031,3332
320503221,100000013,3301,3120
320504617,100000005,10502,7770
320502378,100000013,6099,9992
320505495,100000101,8259,7774
320502379,100000016,6100,3336
320502381,100000015,6100,6661
320503072,100000104,1140,5552
320502382,100000010,6100,6663
320505652,100,10916,2029
320502383,100000013,6100,7775
320504281,100000101,4801,5551
320502384,100000011,6100,5552
320503229,100000016,3301,333
320504610,100000013,10448,8880
320502385,100000011,6100,7774
320502386,100000005,6100,8882
320502387,100000010,6100,11123
320502388,100000005,6144,661
320502389,100000012,6144,553
320503080,100000015,1203,11122
320502390,100,6212,2050
320502391,100,6237,2110
320502392,100000011,6253,7774
320503109,100000103,1703,7774
320504279,100000014,4801,14
320506506,100,7872,2046
320502394,100000014,6301,5551
320505624,100,10390,2113
320502395,100000051,6301,7777
320502397,100000011,6303,7773
320503088,100000010,1337,3332
320502398,100,6359,2112
320506001,100000151,0,663
320504274,100000012,4712,7777
320502399,100000014,6393,13
320504137,100000015,2122,5550
320502400,100,6406,2022
320503245,100,3718,2019
320502401,100,6421,2029
320505307,100000201,5015,7771
320502402,100000012,6441,8882
320504620,100,10625,2028
320502403,100000016,6481,7777
320504619,100000012,10521,334
320506484,100,7406,2133
320502404,100000015,6515,6662
320505489,100000014,8102,5553
320502405,100000053,6515,11122
320503224,100000011,3301,6661
320504645,100000010,11084,220
320502406,100000015,6515,9992
320505318,100,5125,2009
320502407,100000015,6515,11124
320502408,100,6601,2018
320503253,100000015,3781,552
320504135,100000015,2122,6661
320506490,100000014,7755,13
320502410,100,6602,2015
320502411,100000016,6603,7772
320502413,100000010,6609,3335
320503104,100000014,1654,7777
320505633,100,10609,2029
320502414,100000013,6609,7775
320504130,100000012,2112,550
320502415,100000013,6657,552
320502416,100000104,6671,7775
320503261,100,3901,2006
320505477,100,7945,2053
320504248,100000014,4144,15
320502417,100,6671,2131
320502418,100,6796,2027
320505290,100000016,4801,14
320502419,100000011,6810,7770
320505297,100000008,4859,3110
320502420,100,6810,2034
320502421,100000101,6859,6661
320503112,100000016,1781,8882
320502422,100,6901,2042
320505451,100,7363,2112
320502423,100000012,6901,6663
320502424,100000012,6901,8883
320503269,100000104,4062,5552
320502426,100000012,6911,7774
320502427,100000151,6984,15
320502429,100000016,6984,6660
320503120,100000010,1801,5550
320505295,100000016,4804,7772
320502430,100000013,6984,7773
320502431,100000016,6984,8883
320502432,100000015,6984,11122
320503277,100000015,4140,550
320502433,100000015,6984,11127
320502434,100000015,6984,11126
320502435,100000015,6984,11120
320502436,100000016,6984,771
320505280,100,4640,2145
320502437,100000013,6984,550
320503128,100000014,2031,5552
320504382,100000050,6302,5552
320502438,100000015,6984,9993
320502439,100000016,6984,337
320502440,100,7015,2012
320503285,100000012,4228,8881
320505605,100,10125,2011
320502442,100000016,7058,550
320502443,100,7201,2046
320502445,100000011,7201,3334
320503136,100,2101,2005
320502446,100000011,7201,3332
320502447,100,7202,2052
320502448,100000011,7203,7775
320503293,100000016,4375,3336
320505726,100000012,12171,6662
320502449,100,7234,2013
320502450,100000013,7265,3130
320506069,100000014,1000,662
320505423,100000016,6984,771
320502451,100000012,7265,3331
320502452,100000015,7296,802
